微博id,发布者昵称,发布者性别,发布者地区,发布者关注数,发布者粉丝数,微博正文,原始图片url,发布时间,发布工具,点赞数,转发数,评论数,发布位置
Iru45vsKt,Gloria_915,女,广东,1,1,Gloria_915:在小号总是可以很好的表达我的负面情绪 没有人发现 什么非主流的话都可以说 做自己 是那种很别人倾诉或者发朋友圈 更自在的感觉。最近感觉自己又恋爱了，因为疫情，天天在家里他陪我聊天的频率也高了，我想要的可能就只是想他多陪陪我，无论什么方式。很喜欢真的是 他不用做什么 站在那我就很喜欢，恋爱狗但又要警醒自己，好不容易从很喜欢里走出来一点点，不要又陷进去。这只是阶段性的，每个人都是独立的个体！！他还是会像以前一样的。毕竟他粘不了手机 你就是在手机里..烦 以后再不搞深情了 改都改不掉 我要当渣女他又好像变了点，错觉错觉啊啊啊啊啊啊啊啊 ,无,2020-01-28 00:30,vivo X21屏幕指纹手机,0,0,1,无
IrtMXcJbG,梦霄霄霄,女,海外,247,293,梦霄霄霄:#武汉加油# 请一定一定要找一个满眼都是你的男孩子。下飞机刚回家，两人隔着两米见了3分钟😭希望疫情早点过去🙏@-我想陪你吹吹风- #新型冠状病毒# #安徽出现聚集性疫情#  微博视频 #武汉加油#  ,无,2020-01-27 23:48,微博视频,4,0,1,无
Irt8ql8QU,_默一先生,男,广东,64,119,_默一先生:分享～疫情蔓延，我们却还选择出去，这个春节必定是难忘的想想也有两三年没见你们，没想到还是能玩到一起，之前一直认为过去的关系我们都无力去维持，慢慢就会疏远，但当踏上这片土地时，想一起玩的，还是与你们一起！！愿大家  新的一年  有个好的开始  好的过程   好的结果！！大家也一起守住这份初中结下的情谊！ [组图共6张] 原图 ,无,2020-01-27 22:08,荣耀V20 4800万3D相机,8,0,0,无
微博id,发布者昵称,发布者性别,发布者地区,发布者关注数,发布者粉丝数,微博正文,发布时间,点赞数,转发数,评论数
It6m8fkoP,伟鸿鸿鸿鸿鸿-,女,福建,267,1086,伟鸿鸿鸿鸿鸿-:疫情不能出门真的太无聊了  站在窗户边 听小区广播钢琴曲  听对面山上的鸟叫声 建议调大音量  微博视频  ,2020-02-07 15:50,1,0,0
It6jIo931,DHD咚咚东,男,安徽,100,1262,DHD咚咚东:一场疫情引发了太多的真相以及所谓的隐情，微博上几乎是一半祈祷一半气恼。突然想起19号那天在HK火车站旁边的KFC里小声的和我妹妹谈论制度的长处与弊端，面对当下的人与事，只能意会它的狰狞和时而的敞亮。又记起来曾经的老师讲过，我们行走太久，忘记了为什么而出发。公众不明所以，只能去猜测，用自己所掌握的信息和相信的真相，也给了恶人制造假象的机会，所以出现了众说纷纭以及可恶的谣言。于是我们去批评，去发怒乃至于谩骂。但我们忘记了，制度之上的也是人，和你我他一样，简单的充满欲望与贪婪，时而的表现温暖与光亮。我们追随说真话的人，但这样的人并不常见，食马者不知其能千里，只好选择沉默或是被麻痹。我爱脚下的这片土地，希望它能够快点度过这次难关，我有鲁迅先生最坏的恶意，同时也充满对明天的期盼。加油，中国！ ,2020-02-07 15:44,4,0,0
It6h3dKMg,邢台行风热线,男,河北,323,17145,邢台行风热线:《行风预告》疫情防控特别节目“勠力同心，保卫家园——邢台市市场监督管理局走进直播间”新型冠状病毒感染的肺炎疫情发生以来，在市委、市政府的坚强领导下，全市上下勠力同心，社会各界积极响应，邢台市市场监督管理局为打赢防疫攻坚战做了大量卓有成效的工作。http://t.cn/A6PrdSXh ，节目将邀请邢台市市场监督管理局党组书记柳金钟走进直播间。参与热线：2130233、2130244、2130255。 http://t.cn/R2WxX9f 显示地图 ,2020-02-07 15:37,0,0,0
It6h1sqFm,国是直通车,女,北京,496,2202842,国是直通车:【国家卫健委：全国新增确认病例数连续两天明显下降】#国是论坛#国家卫健委新闻发言人宋树立7日在发布会上表示，全国新增报告确诊病例数连续两天明显下降，前期疫情防控措施效果进一步显现。2月6日0—24时，31个省(自治区、直辖市)和新疆生产建设兵团报告新增确诊病例3143例（湖北2447例）。#关注新型肺炎# 原图 ,2020-02-07 15:37,3,0,0
It6h0ibhW,温州交警,男,浙江,443,1573959,温州交警:【#医生解释买菜15秒被感染原因#：空气不流通，病毒浓度大】#新型肺炎疫情快报#  2月4日，浙江省宁波市某男子，因未佩戴口罩出门买菜，仅和感染者接触15秒就被感染。树兰医院感染科副主任盛国平解释称，如果空气中病毒浓度大，不用15秒也可能被感染，这并不在于时间长短，现在不建议大家去封闭的公共场所。http://t.cn/A6P18sl5 ,2020-02-07 15:37,3,1,2
It6gXi5Ni,benben力,女,其他,60,12,benben力:#新型冠状病毒# 由于受到疫情的影响 ，很多的人都宅在家里不能工作。当然，为了给国家减少麻烦，不是鼓励大家外出工作。今天在这里，我主要想为出租车和网约车司机说话。我不知道大家是否知道，网约车司机每天都要向租赁公司缴纳租金，至少两百多。如果是正常工作的话，这个钱不是那么不合理，可是，现在是疫情时期，几乎所有人都不敢出门，自然而然就没有人打车，网约车司机也就没有生意了。最重要的是，很多网约车过年回家，而老家的路被封了，他们想出来也没有办法。可是，现在网约车的租赁公司也没有给明确的表态，要不要免除租金，在疫情时期。网约车司机已经不像其他的工作人员，即使在疫情时期也有最基本的工资保障。他们没有最基本的工资保障，还要每天正常的收取他们的租金，这无异于对于他们是雪上加霜。在疫情面前，全国人民在这么团结的时候，也请请你们关注他们，为他们主持公道@中国新闻网 @新浪视频 http://t.cn/RxmX4Jw 显示地图 ,2020-02-07 15:37,0,0,4
It6gRFL64,芜湖公安交警宣传在线,男,安徽,275,15913,芜湖公安交警宣传在线:#安徽公安抗击疫情# 【警企同心，共抗疫情】面对新型冠状病毒肺炎疫情，芜湖交警全体警员始终坚守一线，全力守护着辖区人民群众的安全。2月7日上午，程锦信息咨询有限公司负责人带着2000只医用口罩和预防中药来到市局交警支队，对奋战在抗击防控疫情工作前沿的公安交警们送上一份爱心慰问，对广大交警放弃节假日“舍小家、保大家”的奉献精神表示感谢并致以敬意。@公安部交通管理局  @中国交通频道 @安徽公安交警在线  @平安芜湖 @芜湖发布 @大江晚报 @芜湖交通经济广播  @媒体人赵艺 [组图共2张] 原图 ,2020-02-07 15:37,0,4,0
It6gRqamM,ImKERNEY,男,其他,307,60740,ImKERNEY:#疫情给你带来哪些感悟#不知道战争时期的爱情是什么样的， 但是经得起疫情考验的恋爱也是值得歌颂的吧～尤其是那些分居两地的人儿，拥有的可不只是勇敢。其实我想说说过去的一月份，对于很多人都失去和感悟到太多了，科比的去世… 澳洲大火 肺炎，还有那些天灾… 我们从前觉得得索然无味，无趣的生活，现在呢，想它们了吧所以啊，世界的和平是个好念想，但别忘了感恩那些为了安全和稳定在前面为我们付出的人所得皆来之不易。 原图 ,2020-02-07 15:37,4,0,0
It6gKCuJY,气象望都,男,河北,88,153,气象望都:望都县气象局2月7日15时发布天气预报：今天夜间到明天白天：晴，北风转南风1-2级，-6℃～8℃，2月9日：晴，2月10日：晴转多云。【望都县气象局防疫宣传】：疫情防控期间，提醒公众关注天气变化，注意防寒保暖，谨防感冒！不聚会、不串门、不走亲戚；出门戴口罩、勤洗手、勤消毒，保持室内清洁和空气流通，合理膳食，规律作息，提高免疫力。 ,2020-02-07 15:36,2,0,0
It6gJFNec,影视剧播报,男,湖南,250,664101,影视剧播报:#新冠病毒如何应对# #新冠病毒前线医生#宅家不出门，也要了解疫情防护小知识。优酷联合权威合作方健康中国，国广健康，健康中国行动创新发展联盟共同开设前线医生面对面直播课堂，数千名权威医生医生每天在线讲解，教你如何做好防疫措施。今天14:30-15:30，上优酷，武汉市肺科医院主治医师为你答疑解惑！http://t.cn/A6PrmjNw 原图 ,2020-02-07 15:36,1,0,0
It6gHl4Kk,937江苏新闻广播,男,江苏,1179,3098992,937江苏新闻广播:#上海发现45起聚集性疫情#【#上海发现38起家庭聚集性疫情#】上海卫健委新闻发言人郑锦：截至昨天24时，上海共发现确诊病例269例，报告聚集性的疫情有45起，其中家庭亲属聚集的有38起，单位同事有3起，混合的包括家庭亲属和单位同事都有聚集的有3起，同一航班有1起。转发提醒，疫情防控期间，不要组织和参加亲友之间的聚会聚餐！ http://t.cn/A6PrlinB ,2020-02-07 15:36,2,1,1
It6gE6LTo,东方网,女,上海,422,5138061,东方网:【上海“大义灭亲”的市民真不少，坚持出门、不戴口罩都成为家庭矛盾起因】今天下午，上海举行新冠肺炎防控工作新闻发布会。上海市司法局一级巡视员刘平在会上透露，1月24日至2月6日，人民调解和12348公共法律服务热线成功调解涉疫情纠纷283件，包括因家人坚持外出、不愿戴口罩等引发的家庭内部矛盾150件，因不注意公共卫生、居家隔离期间出门等引发的邻里纠纷88件，因不配合医院检查、隔离措施等引发的医疗纠纷45件。（东方网记者：傅文婧、曹磊）http://t.cn/A6Prd5Ir 原图 ,2020-02-07 15:36,10,2,3
It6gC1dKK,贵州交通广播,男,贵州,805,753140,贵州交通广播:【#四川江油一村支书倒在战疫一线#】疫情发生以来，四川江油市马角镇前进村村支部书记刘永柏连续奋战在战疫一线。1月30日上午，他在指导同事制作疫情相关表格时，突然头晕，甚至无法动弹。经江油市人民医院诊断为脑溢血，随后被送进ICU病房。今天凌晨，刘永柏经抢救无效去世。转发送别！#众志成城 抗疫情# （总台央视记者陈凯 图自@四川日报 ） 原图 ,2020-02-07 15:36,12,0,5
It6gz7Tcu,疯跑的玲铛,女,上海,1075,1228,疯跑的玲铛:早上一个人在家静静又看了一遍《我是传奇》和《walle》。被两部影片前半段末世时的孤寂深深触动，潸然泪下。从没想过会有这么一天，我们会和Robert和Walle一样感同身受，家人的拥抱，朋友的聚会都变得奢侈而遥远。如果丢开手机，世界仿佛已经被隔离在另一个空间，而拿起手机，心碎的消息又一再接踵而来。明天到底会不会变好一点，只要一点点，慰藉这足够糟糕的2020年。#疫情给你带来哪些感悟# [组图共2张] 原图 ,2020-02-07 15:36,2,0,0
It6gysW86,FM1007福建交通广播,男,福建,487,1003942,FM1007福建交通广播:【联防联控机制新闻发布会丨国家卫健委向李文亮表示深切哀悼】2月7日，国务院联防联控机制召开新闻发布会，介绍进一步做好重点地区疫情防控工作、提高收治率治愈率和降低感染率病死率等相关情况。国家卫健委新闻发言人宋树立说，湖北省武汉市中心医院李文亮医生在抗击疫情中感染新型冠状病毒肺炎，经全力救治不幸逝世，国家卫生健康委表示深切哀悼，向家属表示诚挚慰问。她说，防控形势依然严峻复杂，需要全社会更加关心关爱医务人员，团结一致共克时艰，坚决打赢疫情阻击战。 ,2020-02-07 15:36,3,0,0
It6gybgES,大渡口发布,女,重庆,31,70661,大渡口发布:【彭号杰：村干部创作顺口溜 坚定干群战“疫”信心】开展新型冠状病毒感染的肺炎防控工作以来，大渡口区建胜镇群胜村的党员干部们纷纷挺身而出，奋战在疫情防控第一线，彭号杰就是他们中的一员。考虑到村里大多是老年人，一方面视力不太好，另一方面知识水平有限的实际情况，彭号杰决定创作防疫宣传广播顺口溜，他把自己编的内容发到工作群里，录到喇叭里，传递到村民的耳朵里。详情请戳：http://t.cn/A6PrdbaR [组图共3张] 原图 ,2020-02-07 15:36,2,0,0
It6gwpNeY,清风博人,男,福建,2378,6196,清风博人:转:2月6日，网传鄱阳县多名新型冠状病毒感染的肺炎确诊患者和密切接触人员逃至万年县、景德镇等地，纯属谣言。到目前为止，我县只有一名确诊患者正在南昌定点医院接受治疗，其他确诊患者均在鄱阳县人民医院接受治疗，病情平稳，疑似人员和密切接触人员已全部隔离，无一人离开鄱阳。请大家理性对待疫情，不信谣，不传谣，更不要肆意传播不实信息，如造成严重后果，将依法追究相关人员责任。 鄱阳县新型冠状病毒感染的肺炎疫情防控应急指挥部办公室2020年2月6日 ,2020-02-07 15:36,19,2,16
It6gvysxq,一点资讯,男,北京,2222,3561802,一点资讯:【全国新冠肺炎新增确诊数连续两天下降】国家卫健委新闻发言人、宣传司司长宋树立7日在国务院联防联控机制召开新闻发布会上表示，全国新增报告确诊病例数连续两天明显下降，提示前期疫情防控措施效果进一步显现。2月6日0—24时，31个省(自治区、直辖市)和新疆生产建设兵团报告新增确诊病例3143例(湖北2447例)。http://t.cn/A6Prd4hK ,2020-02-07 15:36,2,0,0
It6gsik2a,拙老狂少,男,内蒙古,18144,15400,拙老狂少:#谜赛通告# 【2020庚子年贺岁灯谜竞猜----进展情况报告（二）】感谢众多新老谜友踴跃参与竞猜，有关事宜公示如下：1、先前挂出15条灯继自本通告发布时止，再猜无效。所有竞猜者成绩均已登记在案。2、即将开底並解析，同时公布猜中者名单，如有遗漏，请告知备查。3、因全国战疫情，今年元宵节各地都取消了集会活动，为了使宅在家中的灯谜爱好者少些单调、窃寞，增添乐趣，活跃气氛，本谜赛特增设抢答环节，从正月十五早八时起，陸续挂出新谜共5条，猜射者可直接@拙老狂少 公开抢答，杜绝私信，最先猜中者加10分，並累计于前15题的总分中，作为最后评奖的依据。同时此谜再猜无效。望广大谜友作好准备，明日参战！ 原图 ,2020-02-07 15:36,3,1,2
It6gsh3Su,挽风归去兮,女,北京,591,656,挽风归去兮:#钟汉良粉丝甩锅洗白顶呱呱# 2017的事现在又拿来说，一直抓着ab不放你们是有多恶心？自家糊的不行就要带ab加热度这么不要脸呢？不知道你家最近是有新戏还是什么，又开始带你鼻奶奶找热度 你们还真是糊成这样 不带鼻奶奶一点热度都没有啊yxh又开始集体黑ab了呢先撩者贱哦，三号就开始一直带黑称辱骂 良心被狗吃了自己还登月碰瓷，你家糊成这样还来鼻家找存在感？钟汉良一个对孕妇勃起的人真的恶心ab进剧组之前不知道自己怀孕，zhl粉丝真的选择性眼瞎，我们说什么都不听，反正我们的证据他们就是看不到，一直疯狗乱咬人拿着黑粉的黑图到处满嘴喷粪，我们鼻粉专心助力于这次疫情，突然yxh拿着n年前的事开始黑ab zhl的团队真是够不要脸的我们骂你家了么？zhl家的疯狗就开始拿着ab黑照乱咬一个剧组都在扣图，结果你家直接通稿满天飞，甩锅ab你家那么无辜怎么自己的场景扣那么多图啊？这点你们粉丝到是自动忽视，拿着无数不多仅仅一点不是扣图的场景在那里洗，其他的到是眼瞎自己不如好好看看下面的图呢@钟汉良 [组图共7张] 原图 ,2020-02-07 15:36,7,0,3
