微博id,发布者昵称,发布者性别,发布者地区,发布者关注数,发布者粉丝数,content,发布时间,点赞数,转发数,评论数
IrgZVnJkP,积素六出,女,其他,77,10,积素六出:其实看了不算多部原耽…看了下时间，去年年初吧，学业上暂时无事便看了一些推文～到现在，阅读量高的几部我大概都看过了，记得我第一部看的原耽是 喜提祸害，一个博主推荐的，之后就找了一些打开了阅读新世界的窗口，不好意思，我蜡笔了…看了这么些文，其实我最喜欢的还是偏现实一点的风格，而且是好像命中注定的两人，“我生来就是为了去遇见你”，当然，这句话太绝对了，意思就是“他”好像一开始就觉得“他”是最特别的那一个，当然，这也是我心中希望的“爱”…我喜欢的作者们，巫哲大大的真的很喜欢，幽默风趣干脆利落又不乏浪漫，高台树色大大也很喜欢，那种文艺的氛围真的入心，再来就是北南大大了，虽然刚刚只看完一部作品，有些部分真的让我心动！嗨呀，疫情严重不能出门，那待在家里看文真的是一个不错的选择。还有， ,2020/1/26 15:14,0,0,0
IrgZUvBZW,龙王黄昊,男,辽宁,8,1,龙王黄昊:对如今的疫情，在下有一些自己的想法。在研究病情如何治疗的同时，如果可以考虑一下如何消灭这种病毒不是更好吗？而且在关注人类的同时，在下以为还需要注意一下生物。就像防毒面具是因为猪鼻子的过滤有的思路，青蒿素也是由野生生物青蒿提供思路的一样，向自然这位老师请教，应该也不失为一种方法吧这便是靠在下的知识想出的方法，望有效。同时也希望全国各地的同胞可以平安度过这个年 ,2020/1/26 15:14,0,0,0
IrgZTCgaD,今日青铜峡,女,宁夏,70,369,今日青铜峡:青铜峡市关于在公共场所实施佩戴口罩有关措施的通告为进一步落实国家及宁夏回族自治区对新型冠状病毒感染的肺炎疫情防控工作的部署，积极响应自治区突发公共卫生事件一级响应，加强公共场所管理，切断病毒的传播途径，切实防止新型冠状病毒感染的肺炎疫情传播扩散，依照《中华人民共和国传染病防治法》《中华人民共和国突发事件应对法》《突发公共卫生事件应急条例》《公共场所卫生管理条例》等有关法律法规的规定，经研究，决定在我市公共场所实施佩戴口罩的控制措施，现将有关事项通告如下：一、实施范围(一)宾馆、饭馆、旅店、酒店、招待所、酒吧、茶座;(二)公共浴室、理发店、美容店;(三)影剧院、录像厅(室)、网吧、游艺厅(室)、歌舞厅;(四)体育场(馆)、游泳场(馆)、公园、非封闭景区等人群密集区;(五)商场(店)、书店;  (六)候诊室、候车室、公共交通工具；(七)其他人群聚集的公共场所。二、实施要求各公共场所经营者应当要求进入其场所的顾客佩戴口罩后方可进入其经营的公共场所，并在场所入口处设置醒目、清晰的佩戴口罩的提示；对未佩戴口罩进入场所者应当予以劝阻，对不听劝阻的人员依据《中华人民共和国传染病防治法》和《公共场所卫生管理条例》的规定向相关主管部门报告，由各相关主管部门按照各自职责依法处理。阻碍突发事件应急处理工作人员执行职务，触犯《中华人民共和国治安管理处罚法》，构成违反治安管理行为的，由公安机关依法予以处罚；构成犯罪的，依法追究刑事责任。本通告自发布之日起施行，终止日期另行通告。 青铜峡市新型冠状病毒感染的肺炎疫情防控工作领导小组办公室2020年1月26日 原图 ,2020/1/26 15:14,1,2,0
IrgZTi7Wr,腾讯新闻财约你,男,北京,354,421254,腾讯新闻财约你:【深网｜快手上线“肺炎防治”频道 线上线下“发口罩”】#快手上线“肺炎防治”频道# 昨日，快手发现页上线”肺炎防治“频道，针对疫区重点全量投放，据悉，频道渗透率上升很快。据悉，针对全国多地出现新型冠状病毒传播，快手紧急上线频道、热榜、同城、H5、PUSH等多种运营措施，及时、准确传递疫情信息。此外，快手还紧急开发上线”口罩防护“魔法表情，以教用户正确使用口罩做好防护工作。线上“发口罩”，线下捐口罩：快手还通过湖北省红十字基金会捐赠5万个n95口罩，联合执行伙伴和社区组织发放给医院和社区。 原图 ,2020/1/26 15:14,0,0,0
IrgZOA70M,浦东发布,女,上海,1544,456128,浦东发布:【武汉大学中南医院感染科教授桂希恩：#正月十五前武汉疫情或现拐点#】①目前尚无批准的特异性治疗手段，但推测对其他RNA病毒有效的药物可能对本病有效。②#新型冠状病毒死亡率比SARS低#。③新型肺炎患者中大部分是轻症，而且是可治愈的。④#发病率转弯以周计算#，预计正月十五前武汉市的疫情可能出现回落。详戳↓↓  http://t.cn/A6PtdIyL ,2020/1/26 15:14,4,0,0
IrgZJ1Cfa,腾讯新闻财约你,男,北京,354,421254,腾讯新闻财约你:【深网｜快手向武汉市捐赠1亿元】#快手向武汉市捐赠1亿元# 1月23日，快手科技决定向武汉市政府捐赠人民币1亿元，为抗击“新型冠状病毒感染的肺炎”（下称“新型肺炎”）尽一份力。此前，快手已经通过湖北省红十字基金会，向武汉捐赠5万个“N95”口罩，并开始联合执行伙伴和公共部门发放给医院、交通枢纽和居民社区。从1月22日开始，快手紧急上线“肺炎防治”频道，向数亿用户及时传递疫情的准确信息，尽最大力度普及防治知识。 原图 ,2020/1/26 15:14,1,0,1
IrgZEx8YM,邓莹_卡里加里博士的小屋,女,湖北,128,3022,邓莹_卡里加里博士的小屋:按照理性思维来说，对于“真”和“假”，还是要自己去思考辨别，自己去搜集证据线索，把官方或者辟谣网站当成“真理”，拒绝任何非官方消息，才是非理性的。很简单的道理，“疫情可防可控”“不会人传人”，也是官方的消息。民间的不一定全部准确，但也有一定的参考价值，可以存疑，一味否定只会让自己被摆布。 [组图共4张] 原图 ,2020/1/26 15:14,5,1,0
IrgZDDOfV,中企记者调查,男,北京,218,1051,中企记者调查:中企报消息   中国铁路成都局发布停运消息：成贵高铁、沪昆高铁部分列车停运1月26日，中国铁路成都局集团有限公司继续发布停运信息，因疫情防控需要，停运以下列车：1.1月26、27日，贵阳北-成都南C5992次停运。2.1月26、27日，成都南-贵阳北C5991次停运。3.1月26、27日，贵阳北-成都南C5994次停运。4.1月26、27日，成都南-贵阳北C5993次停运。5.1月26、27日，贵阳北-凯里南G5396次停运。6.1月26、27日，凯里南-贵阳北G5395次停运。7.1月26、27日，贵阳北-毕节C5944次停运。8.1月26、27日，毕节-贵阳北C5943次停运。9.1月26、27日，贵阳北-毕节C5948次停运。10.1月26、27日，毕节-贵阳北C5947次停运。11.1月26、27日，贵阳北-毕节C5952次停运。12.1月26、27日，毕节-贵阳北C5951次停运。13.1月26、27日，贵阳北-毕节C5956次停运。14.1月26、27日，毕节-贵阳北C5955次停运。15.1月27、28日，贵阳北-毕节C5946次停运。16.1月27、28日，毕节-贵阳北C5945次停运。17.1月27、28日，贵阳北-毕节C5950次停运。18.1月27、28日，毕节-贵阳北C5949次停运。19.1月27、28日，贵阳北-毕节C5954次停运。20.1月27、28日，毕节-贵阳北C5953次停运。21.1月27、28日，贵阳北-毕节C5958次停运。22.1月27、28日，毕节-贵阳北C5957次停运。 ,2020/1/26 15:14,0,1,0
IrgZDCvjW,保山新闻网,男,云南,181,72835,保山新闻网:#保山资讯##全国确诊新型肺炎病例# 【云南省卫健委公布最新肺炎发热门诊和定点医疗救治机构名单】根据《云南省突发公共卫生事件应急预案》，2020年1月24日，省新型冠状病毒感染的肺炎疫情防控工作领导小组决定，启动云南省重大突发公共卫生事件一级响应。为加强全省新型冠状病毒感染的肺炎疫情防控工作，落实国家关于新型冠状病毒感染的肺炎“乙类传染病，采取甲类管理”的要求，有效遏制新型冠状病毒感染的肺炎疫情蔓延，切实保障人民群众的身体健康和生命安全。经研究，现将调整后的云南省新型冠状病毒感染的肺炎发热门诊和定点医疗救治医院名单予以公布。各医疗机构要进一步规范设置发热门诊，严格落实预检分诊制度，认真做好病例排查工作，及时识别可疑病例。❗️凡有下列情况的发热病人应及时到就近的发热门诊点进行排查：1.发病前两周内有武汉市旅行史或居住史；2.发病前14天内曾经接触过来自武汉的发热，伴有呼吸道症状的患者；3.有聚集性发病或接触过已确诊感染新型冠状病毒肺炎的患者。 http://t.cn/R2WxB3N 显示地图 [组图共5张] 原图 ,2020/1/26 15:14,5,0,1
IrgZzwXsP,鄞州应急管理,男,浙江,130,419,鄞州应急管理:26日，区卫健局发布消息，经省卫生健康委新型冠状病毒感染的肺炎疫情诊断组专家评估，截至2020年1月25日24时，确认我区3例输入性新型冠状病毒感染的肺炎确诊病例。目前，我区累计报告新型冠状病毒感染的肺炎确诊病例6例，均有武汉居住史、旅行史或密切接触史。4例病人在我区定点医院隔离治疗，2例在市级定点医院隔离治疗，目前均病情稳定，无重症病例。我区治疗的4例中，3例体温已基本正常，咳嗽咳痰等相关症状已不明显，其中1名病人预计将于近期康复出院。全区共追踪到66名密切接触者，正在接受医学观察，目前均未发现异常。为加强疫情防控，我区进一步强化联防联控机制，落实属地排查和管控责任，在村居、宾馆、酒店等对武汉来鄞人员实行滚动式排查。截至26日上午8时，已滚动排查3036人，发现有症状者22人，其中13人已排除，剩余8人正在进一步排查，14天期满解除医学观察965人。我区还对客运站、高速口等交通枢纽管控加强排查，25日共排查647人，未发现相关异常人员。此外，已全面取消城乡农贸市场活禽交易，全区6家封闭式景区、61家游泳池以及电影院、公共浴室、网球中心、体育场馆、图书馆、寺庙等也已全部暂停开放。疾控专家提醒，市民避免前往人群密集的公共场所，要注意个人卫生，勤洗手，保持家中空气流通。市民食用禽肉蛋白时充分煮熟，不要食用野生动物。如果家中有武汉返回人员，尽量在家观察、休息。如出现发烧、咳嗽等呼吸道感染症状，应戴上口罩，就近选择医院发热门诊就医。新增病例情况患者一，女，30岁，现住鄞州区，为我市第2例确诊患者的密切接触者，2020年1月22日出现不适，体温37.3℃，现在鄞州区定点医疗机构隔离治疗。患者二，男，50岁，现住鄞州区，2020年1月20日从武汉回甬，1月21日查体温36.8℃，有咳嗽咳痰，无肺部影像学改变，现在鄞州区定点医疗机构隔离治疗。患者三，女，63岁，现住鄞州区，为武汉市某集团退休员工，2020年1月16日从武汉回甬，1月23日发病，体温38.1℃，现在市级定点医疗机构隔离治疗。 原图 ,2020/1/26 15:14,0,0,0
